people ID,Infect_Prob
6319,63.94
5421,54.812
18648,54.032
18369,64.112
6065,53.78
18486,54.152
5259,53.72
18524,69.46
17774,54.212
5955,54.076
17701,54.304
6312,53.896
18094,54.188
17647,54.156
5515,59.82
18087,54.044
18278,53.984
18868,53.984
18764,53.984
5478,52.196
6091,53.636
18358,53.988
18570,61.676
17994,54.748
17931,53.912
18476,54.052
6314,54.056
5727,65.08
5879,57.976
6240,54.112
17663,52.54
18457,63.684
18562,54.24
17908,59.548
18183,54.112
5203,54.152
18658,54.276
18745,54.264
17889,54.116
5185,64.06
6161,54.156
5833,53.9
5348,54.2
6261,54.26
5841,54.208
5503,54.312
5187,54.448
18789,54.232
5674,54.084
18768,54.352
18430,54.112
5931,53.94
18787,58.92
5284,53.26
18544,54.032
18726,54.188
17907,54.072
17850,54.208
18073,53.828
5631,54.284
6190,53.848
5482,53.968
18865,54.16
18700,54.256
6234,57.652
5689,54.32
18585,54.272
17674,54.4
17875,67.368
5997,53.992
5405,53.852
18201,61.66
18575,53.392
5196,54.136
17709,54.496
5687,53.964
6284,63.768
6140,53.688
18352,54.012
17718,54.244
6247,53.544
18578,53.852
18135,53.696
6052,53.552
5132,52.964
5846,53.836
5138,58.368
5149,54.036
6321,53.732
18115,54.136
5688,53.808
5748,54.344
17793,53.988
5855,53.896
6305,56.312
18085,54.084
5404,63.096
5870,53.964
18866,54.128
5957,53.768
18138,53.924
6246,52.884
18643,54.436
6210,65.228
17843,54.168
18260,53.936
5667,66.316
18661,54.172
18319,53.852
5762,53.828
17727,53.924
18853,55.24
6251,57.0
18710,53.916
18809,59.14
6067,54.244
6138,53.848
5374,53.964
18408,66.924
5331,53.804
5194,53.852
18692,54.58
18668,53.912
5296,53.864
5546,53.984
5442,53.824
5699,53.844
18255,56.784
5744,53.796
18169,56.992
18343,53.74
17626,53.56
17878,63.028
5474,53.684
18653,61.148
5137,53.76
5602,46.808
5907,46.412
5779,46.108
18180,45.308
18188,45.128
18207,64.772
5379,63.816
18106,50.388
5783,50.216
17890,50.26
5866,50.388
18012,50.936
17711,50.324
6133,50.488
6071,50.836
5857,50.436
18462,50.4
5116,59.128
6136,51.52
17704,61.028
5662,51.568
17690,53.916
6131,60.22
18288,50.776
18203,51.38
18110,66.74
17743,50.56
5207,50.888
5298,67.836
5328,51.112
18238,62.328
5426,66.956
6298,50.304
6106,50.564
5282,49.828
6178,65.224
18227,51.152
17631,51.596
5598,50.412
17820,50.496
18312,50.516
18716,50.616
18529,50.532
17925,50.512
18314,50.072
5859,51.016
6283,51.212
5562,51.26
5722,51.032
18059,50.816
5770,50.432
18181,63.576
17649,50.768
5828,50.284
5778,49.772
17772,51.876
18732,50.752
6073,50.54
18687,51.292
5395,50.992
6058,51.196
18579,56.788
18846,52.08
5265,50.472
17862,51.896
5237,64.6
17976,50.584
18267,63.996
6048,51.988
18237,52.108
18077,51.688
18299,51.984
5166,51.408
5824,51.924
5216,51.784
18788,51.832
6231,51.988
5178,51.14
18208,51.876
18376,51.424
5350,63.644
5903,51.648
18061,51.784
18821,50.508
18374,56.896
5392,51.22
17958,51.696
6315,51.78
5349,51.86
5227,51.24
5280,56.204
6303,62.676
6023,51.644
5581,51.78
18202,61.044
5970,51.872
18504,51.684
18047,51.68
5532,64.32
18588,51.704
6098,51.896
6189,55.444
17632,50.428
5359,51.724
18500,51.384
6293,50.972
5205,61.26
17915,51.176
17987,51.656
5517,51.5
5501,61.584
5764,51.724
18211,60.752
18487,67.708
17863,51.42
5191,51.644
6111,51.012
5769,57.96
18605,59.58
18038,51.328
5930,51.564
18072,51.62
6102,69.54
18020,51.512
17665,51.212
17668,51.712
18705,51.344
17968,69.02
18212,51.316
5968,51.076
17938,51.776
6277,51.452
18536,51.416
18613,68.68
5766,51.744
18474,51.736
18297,58.536
18753,51.332
18701,65.384
5835,51.748
18142,52.148
18838,51.568
17719,59.492
5890,51.792
5560,61.74
17658,51.404
18582,51.656
18300,51.58
18679,58.816
18365,51.684
18901,63.56
18414,51.328
18889,50.94
18257,51.396
18884,51.064
18873,51.864
5369,50.856
18698,51.22
5746,65.116
17844,57.088
18893,56.344
17867,51.508
17899,50.948
18546,50.884
18325,51.228
6220,51.284
18625,51.216
18053,51.628
5607,67.436
5989,51.356
17712,51.848
18799,51.464
5483,51.632
6157,51.64
5715,51.576
17814,54.812
17754,51.304
5375,51.588
17627,69.212
17654,63.356
5923,51.012
18348,51.132
18657,51.372
5262,51.508
18491,51.556
5851,69.564
17956,50.972
6270,51.152
5932,51.316
18323,51.172
5290,64.996
5434,51.304
17782,51.276
5836,51.0
5729,51.052
17780,51.216
17757,51.58
5197,50.644
18498,51.304
18832,61.72
18023,50.888
5435,50.828
18852,51.092
18254,51.604
18024,51.204
6194,50.892
18007,62.32
5473,64.144
5550,50.832
18451,71.504
6081,51.216
5506,50.496
18098,51.248
17952,50.956
5844,50.832
5692,51.16
5499,50.988
5145,51.484
18499,50.84
5084,51.356
6169,58.748
18758,51.416
18419,51.064
5838,51.236
5847,51.384
18869,51.62
5346,50.84
18885,51.028
5183,51.092
5818,51.264
5648,51.556
18390,65.052
18537,51.628
17954,50.88
17786,51.44
17636,51.624
17660,51.588
18221,51.244
5869,50.892
5656,50.816
5684,51.292
5141,50.852
6168,51.06
18908,51.296
5531,51.32
5680,63.656
5960,50.84
18065,50.72
18429,51.404
18793,51.364
5457,51.444
18356,51.544
17766,59.256
6066,51.54
18841,54.364
5549,62.2
5398,50.64
17904,51.108
18322,63.532
5119,51.156
5705,56.096
5977,51.088
18125,51.28
18080,51.496
5946,57.14
18677,51.528
6046,54.86
18317,50.664
5892,51.344
5300,50.904
5291,51.028
5819,50.864
18444,51.208
5294,56.06
6055,50.896
6064,50.92
18667,51.432
5541,51.26
5991,51.36
6244,65.124
5837,66.46
5827,51.344
18697,51.572
18146,57.944
5920,50.832
18111,51.428
17933,63.78
18607,50.968
18248,50.9
5831,50.5
5184,50.516
17934,50.7
17746,51.148
6202,50.968
5199,50.516
5884,50.82
17728,50.532
5657,50.512
5144,50.776
6217,57.0
17677,51.436
6026,50.44
6233,50.84
5446,64.656
5962,50.992
18423,50.968
17715,62.52
17841,51.02
5800,51.272
6187,51.088
5361,55.804
5384,61.152
18797,51.328
18287,51.092
5558,52.596
18790,50.768
5771,51.004
5209,68.816
6243,50.824
18747,50.976
18587,64.66
5086,50.836
5443,50.712
5148,50.868
18649,50.672
6278,55.18
18204,50.904
5422,60.172
5467,50.904
17923,62.932
18320,62.28
5094,50.9
6088,51.292
5429,50.764
5529,50.62
18218,50.892
5679,50.38
17913,50.856
18576,50.864
18724,51.308
6238,51.432
18637,51.388
18748,50.784
5252,67.908
18075,50.58
18222,50.52
5273,50.58
5886,50.604
6033,50.9
18291,50.768
5616,60.044
18166,50.808
17692,50.904
5219,51.0
5988,50.664
5504,50.424
18129,51.336
18440,56.22
18488,51.108
18131,51.244
18849,50.84
18162,51.208
18829,63.164
5156,50.988
18013,50.736
18804,50.584
17708,50.4
17795,51.176
5811,50.84
17936,51.028
5221,50.932
5845,50.384
18490,51.288
5126,51.16
18367,51.392
5767,62.34
5438,50.428
18746,50.528
18883,51.372
17822,50.72
5535,52.564
5447,50.456
5804,51.196
18729,50.524
18032,64.672
5570,50.824
18837,50.5
18690,51.024
5245,49.872
6123,51.072
17916,50.776
18859,50.796
18232,50.664
5954,50.684
5308,50.572
18458,50.636
5813,50.832
5914,51.228
18561,50.708
18114,65.26
5590,50.584
17848,52.628
5309,50.892
5110,62.804
6192,50.616
5079,50.696
5640,50.648
18067,50.372
5695,50.46
18620,50.572
18215,60.008
5626,50.536
17720,50.372
18548,51.216
6280,62.272
18449,50.612
18450,50.616
18005,50.972
18831,50.384
18683,50.656
17764,51.004
5439,50.68
6322,50.656
18280,50.34
6172,51.136
18466,67.688
18359,50.708
18002,50.712
18334,66.32
6110,50.504
5486,50.872
5251,64.04
5919,50.784
6215,50.544
5812,66.272
18156,51.408
17650,50.544
18415,50.892
18160,51.308
5928,51.4
6056,60.404
18025,51.044
6054,50.88
17681,51.176
17776,50.812
18133,50.768
18708,50.744
5394,50.424
6119,50.504
5270,50.784
17959,50.704
5406,50.672
5950,50.348
18168,60.9
18029,50.504
6239,50.632
18467,64.04
17964,51.196
18656,50.688
18552,50.812
18079,51.036
18678,65.356
6039,50.456
18185,50.904
6203,50.464
5360,50.444
18909,50.636
18196,64.556
18632,51.044
18512,50.596
18034,51.656
5268,50.644
6223,50.732
18631,50.444
5373,50.548
18696,51.276
5789,51.024
18900,50.948
5681,50.676
18283,50.524
18847,61.776
5159,50.776
5551,61.008
18074,50.652
17784,50.524
5335,50.284
18903,50.836
18062,50.556
18630,50.612
5599,50.896
17999,51.016
5701,50.588
18827,51.356
17970,58.012
5419,50.532
18581,50.444
17861,69.924
5393,51.012
17806,62.504
6129,50.696
5161,66.52
17804,50.436
5780,50.404
5479,51.248
18086,50.58
6248,50.496
17798,50.748
18157,50.68
18272,50.464
18022,50.932
18770,51.132
5230,50.94
5565,64.9
18539,64.412
18167,50.66
5615,50.38
18307,50.464
5397,50.456
18102,50.608
18324,50.64
18099,68.696
18015,50.54
5481,49.864
18418,51.14
17831,50.864
6115,50.78
17982,50.524
18014,50.536
18779,50.388
18820,50.676
18558,50.584
18017,50.424
17837,50.38
5976,50.604
18306,50.72
6272,50.352
18331,63.148
5561,50.18
17669,50.704
18855,51.052
5528,50.3
18321,50.164
18172,50.2
18614,51.148
17748,50.384
17800,64.784
5945,50.728
18514,50.256
5644,50.396
5982,50.38
5288,56.18
6265,50.672
5840,50.5
17851,63.612
18246,50.596
6250,50.56
5214,50.792
18777,50.52
6001,50.4
5782,50.228
5484,50.424
5760,50.28
6218,51.232
5953,50.292
18577,50.508
6264,50.636
17770,50.46
18634,50.352
5938,50.52
6214,50.556
5324,49.86
18108,50.484
18469,50.564
18672,50.604
18480,62.504
18531,50.56
6180,62.132
5454,50.172
5364,62.768
18088,57.404
17922,50.54
6286,50.288
18456,50.724
17975,50.296
18397,50.472
5242,50.348
5244,50.372
18445,61.64
18281,50.404
5636,50.488
17957,51.168
18761,50.876
17990,50.388
5123,60.136
5801,50.464
6235,50.4
6108,64.764
5659,50.196
18503,73.348
5190,50.224
18711,50.312
18670,50.352
18814,50.304
18057,58.216
18751,51.004
18786,50.34
6150,50.388
18574,50.536
18506,50.5
18828,50.292
6069,50.344
5180,51.324
6166,50.144
17791,50.428
5113,56.412
17939,50.492
6259,50.42
17928,50.44
17624,65.944
17623,62.236
18477,50.42
17734,50.452
18275,50.456
17998,50.272
17992,50.076
5655,50.22
5969,50.54
5863,50.404
18803,50.356
5418,50.908
5850,50.272
5240,50.136
5672,50.052
6094,50.276
5293,50.204
5081,49.94
5537,50.068
5663,50.36
17790,50.348
6205,60.132
6198,50.424
5566,50.168
5742,58.504
6096,65.792
6004,62.16
5092,56.912
18593,50.448
6177,50.356
5413,50.272
5917,50.328
5211,53.264
5848,50.144
17839,50.324
5553,50.768
18590,50.384
5451,67.044
6273,50.312
17641,50.44
5523,50.072
17749,59.5
6093,50.036
5440,50.2
18671,50.312
5743,62.544
17740,71.12
5153,49.84
17881,50.36
18256,61.888
18638,50.872
5396,50.152
17997,68.744
17687,50.188
18627,50.344
5277,50.676
18826,61.892
5719,50.112
5600,50.048
18112,59.492
5522,50.136
18089,64.368
5090,68.78
5124,50.116
18120,59.216
5557,50.268
5796,50.072
17937,49.996
18265,50.32
18878,50.22
5773,50.132
18091,50.228
5964,61.272
18019,70.408
5133,50.168
6170,50.196
17803,50.528
5966,50.208
18124,50.26
18717,50.256
5243,50.232
17882,49.976
18533,50.168
18876,50.184
18744,50.264
5278,50.16
5239,49.896
5358,63.304
5574,52.812
5641,63.16
18186,60.384
17885,50.204
5939,50.188
5155,50.0
5412,63.248
17699,50.152
17640,59.284
18522,55.364
17905,50.136
5575,50.26
5569,65.84
5325,50.128
18703,50.4
17898,50.184
18351,50.208
18560,49.936
5372,49.824
17985,58.64
5186,50.176
5098,50.016
18063,50.312
6041,50.464
5638,49.96
18493,49.86
18216,50.316
18223,49.924
5694,49.848
5088,49.956
18621,50.128
5363,49.908
5943,67.588
5765,50.024
17870,50.3
5106,50.128
18004,60.748
17980,50.224
5385,66.676
5810,50.112
6236,50.032
18393,56.788
5721,49.836
18045,49.98
18335,49.956
18008,57.508
5468,49.932
18806,49.928
17819,50.172
5965,49.948
18230,49.832
5336,49.648
5577,49.936
18760,50.032
17860,51.9
18782,50.088
6072,67.316
17744,50.112
18519,50.972
17811,50.092
5445,49.688
5491,49.652
5992,50.04
5269,49.832
18608,49.964
5582,49.608
5961,49.856
18092,49.996
17830,49.88
17778,50.02
6036,49.888
17698,50.1
5286,49.928
18619,50.044
6242,49.844
5320,59.676
6149,61.864
18048,49.796
17852,49.836
6208,48.136
18363,47.644
5937,48.076
6007,47.188
5248,47.524
17691,47.016
5411,46.292
5533,45.56
5806,66.056
5867,47.076
5902,46.94
5465,56.924
5441,46.236
5279,46.536
17745,59.204
18795,63.04
18743,48.196
18193,65.632
5935,47.772
5222,47.4
5633,46.84
5326,46.072
6113,46.132
17914,45.272
18132,47.744
18199,47.052
6260,47.348
17893,46.928
5518,46.364
5568,61.408
5231,48.184
5926,48.484
6164,47.612
18126,47.98
17989,47.464
18368,61.312
5527,46.664
17785,46.876
5341,60.736
5979,61.868
17812,67.576
5492,48.2
5864,68.276
18566,61.276
18600,68.316
6301,46.416
17700,61.204
17630,46.812
5936,46.356
18725,47.964
5610,48.004
17775,65.956
17672,47.0
5340,66.308
18290,48.616
18249,68.72
17633,46.972
18392,47.124
18431,48.712
6185,48.704
6075,48.744
18860,46.888
6034,48.04
5322,58.172
5505,48.556
6017,48.768
5604,48.328
18784,48.848
17918,48.24
17854,48.588
5873,48.8
5462,48.616
17946,48.776
6146,65.332
18182,48.596
17945,48.308
18655,48.256
18435,48.428
18226,48.536
18895,48.212
5097,48.072
5871,48.244
18597,48.668
18520,65.484
6050,48.248
18645,47.728
5179,48.612
18564,48.32
5168,48.52
18666,48.008
5301,48.312
18109,48.444
6184,48.588
5635,48.216
6090,48.716
6000,48.792
5437,48.784
5775,48.604
5353,47.852
5985,48.644
17643,48.78
18864,47.964
5865,47.828
6139,61.62
5131,48.096
18346,48.668
18250,48.632
5078,48.692
5524,48.452
18800,48.308
5642,48.788
6163,48.248
6079,46.216
5450,48.64
6015,62.5
18433,48.344
18684,48.124
17887,48.468
5235,47.636
5877,47.9
18902,63.764
6209,47.412
5357,48.068
18289,48.256
18508,47.996
5337,47.608
5408,48.1
5940,48.652
18555,48.464
18844,47.952
6019,48.172
18834,48.188
5913,47.956
18161,48.02
18880,48.076
18434,48.188
18422,48.296
5448,48.14
5737,48.52
5990,47.792
5676,48.492
18484,47.808
18136,47.792
18037,47.92
6226,47.888
18389,48.108
18660,48.14
5718,48.316
18371,61.416
6147,47.992
5189,47.664
18583,48.616
5949,47.944
5267,63.948
5460,48.304
5487,47.804
18811,48.032
6268,47.976
18049,47.928
5082,47.424
17883,63.084
18754,58.488
18907,47.608
5916,47.772
5547,57.636
17621,47.732
5605,58.124
5366,64.076
18184,47.924
5774,57.336
5485,48.188
5416,64.112
18375,47.852
18338,48.112
5495,47.72
18396,47.636
18505,47.792
18386,47.532
5895,47.392
18056,47.396
5490,48.288
5906,47.808
5122,64.704
18378,58.428
18856,48.044
17797,60.648
17771,56.964
18224,47.192
17903,47.792
6309,47.576
18662,48.052
18263,47.772
18453,47.604
5830,47.532
17849,65.264
18268,47.4
17760,48.0
18187,47.688
5287,48.192
18471,47.504
6306,47.728
5591,48.18
5253,48.272
18759,47.584
18209,66.072
17666,47.62
18730,47.616
18235,60.264
5685,47.224
18862,47.992
18373,47.848
18874,47.508
18436,48.032
6116,47.932
17675,48.172
17637,47.188
17781,47.736
6003,64.236
17679,58.116
5880,47.676
18277,48.436
17655,47.304
6045,47.912
18483,47.344
18540,47.584
5802,47.728
5295,47.54
18891,47.4
18234,47.18
5874,69.38
5876,47.56
17835,47.524
17642,48.04
18644,67.476
18152,47.92
5597,47.648
5202,47.576
17977,47.764
5793,47.36
18206,48.204
18604,47.696
5691,47.392
6216,62.868
5272,47.292
18213,47.616
17829,47.32
6029,47.48
18734,47.304
17988,62.412
5095,48.116
18815,47.96
5115,47.884
17855,47.328
5777,66.256
5647,47.26
5894,60.932
5167,46.848
18888,47.92
6152,48.064
18624,47.432
17995,47.724
18259,47.292
17979,47.996
18381,47.836
18824,47.252
17620,46.792
5878,47.488
6118,47.884
5377,47.176
6230,47.004
18140,47.264
18468,48.028
5304,47.452
5736,70.4
5125,46.84
18629,64.988
18200,47.508
5585,47.664
5952,47.184
5152,47.624
6285,47.252
5630,60.508
18723,46.876
17845,47.288
18532,64.004
18669,48.116
18171,63.144
18384,47.104
5283,48.04
17924,47.12
5307,47.36
5732,48.196
5750,47.308
5915,47.448
5752,47.64
18481,47.028
18473,47.1
18060,47.764
17866,47.568
18817,47.584
18100,61.144
18507,54.552
5927,47.248
5534,47.844
6200,47.152
5670,47.408
5314,67.208
6294,47.404
5612,46.888
18527,47.348
18742,46.516
17705,48.14
17906,47.276
6199,47.84
18549,47.532
18551,47.436
17940,47.236
18036,59.408
18097,47.328
5154,47.396
5432,47.196
18808,64.704
18836,47.472
17707,47.428
5731,47.172
5452,64.064
18402,47.372
5312,46.956
17827,47.66
17846,47.208
5820,47.18
17834,47.148
17789,66.672
6100,46.936
18128,47.284
18694,60.448
6002,46.892
5995,46.916
18261,47.112
18722,47.112
5758,47.38
17929,47.528
5233,46.676
17807,47.38
18148,47.132
6174,46.648
18712,47.188
18006,47.324
5417,46.956
18247,59.872
5660,46.896
6296,47.792
18379,62.976
18681,47.704
18217,66.092
5414,47.476
5433,47.172
18143,65.712
18406,47.084
6221,66.96
5611,47.152
5887,46.908
18810,47.264
18905,47.116
18602,47.192
6142,47.132
18253,47.324
18719,65.44
6086,47.168
5182,65.284
17981,46.796
5809,47.104
5901,47.684
6160,47.244
6126,47.768
18867,47.108
17721,60.636
18894,47.004
17872,47.448
6143,47.796
6158,47.528
6183,47.08
18733,46.976
5128,46.9
17645,46.9
6279,46.464
18689,47.124
5978,47.056
5555,46.924
5703,46.72
5163,46.68
5147,46.94
17762,47.016
18412,46.308
5112,47.056
18713,47.136
5763,47.084
17625,47.276
5105,47.64
5707,46.368
18718,47.276
5975,46.872
18538,46.888
18164,47.164
5136,46.944
18534,47.02
5861,46.704
5621,47.472
5776,47.2
18214,63.892
5509,46.936
17894,67.184
17912,46.544
17818,46.996
5077,46.852
18417,56.692
5165,46.992
18479,47.056
18858,47.032
17955,46.964
17756,62.004
6040,47.2
17961,58.368
18145,47.224
18663,46.996
17833,47.152
18122,47.32
18659,47.48
5192,64.564
18543,47.292
18781,55.176
6262,47.02
18823,47.004
18041,46.668
18304,57.2
5584,46.512
5808,68.048
5629,47.072
18432,47.056
17737,47.044
18130,47.036
18233,62.152
18446,46.896
5455,46.992
6222,46.372
18494,47.04
18284,46.692
5980,46.984
18198,66.48
18179,47.112
5134,47.028
17629,46.828
18009,46.904
17930,46.944
5250,46.988
5104,46.852
5162,47.384
5456,46.828
17779,46.772
17659,46.756
17710,46.664
18313,47.436
5391,63.264
5567,46.628
5868,47.42
18137,64.072
5646,67.552
5327,46.644
6254,46.888
18680,46.964
5625,64.744
18665,47.376
17920,46.904
17892,65.7
5114,46.756
18103,47.168
6068,47.0
17688,46.64
5285,62.256
5794,46.54
18609,47.032
18438,46.86
18058,47.012
18336,62.456
18192,47.248
5652,46.988
17896,47.04
17796,47.224
6031,46.768
17661,46.968
18044,62.392
18839,46.388
5142,46.956
18572,47.036
5539,47.116
6008,46.2
17761,47.324
5883,46.804
18383,47.048
18616,46.924
6317,59.4
5741,46.512
6011,61.9
17732,62.236
5619,46.16
17868,46.92
5710,46.436
18326,47.192
6014,46.64
6061,46.86
6087,47.092
5365,46.968
18886,46.984
18685,46.52
6255,47.292
18329,46.656
5678,46.864
18887,46.696
17910,46.56
18388,67.664
17895,61.988
6229,46.596
6300,65.956
5238,46.888
17635,47.28
6224,46.572
17763,46.756
17752,46.792
5733,47.212
18339,47.36
18675,46.288
5668,47.1
6207,64.388
18594,46.944
17858,46.76
6112,68.472
5249,46.5
5256,66.604
18595,46.412
6035,63.6
18395,59.952
5511,46.572
18153,47.136
5967,46.688
18720,46.908
6053,46.648
5983,46.568
5388,46.228
18646,46.668
17676,46.624
18273,47.008
18654,47.04
5632,47.02
17662,46.788
6289,46.764
5614,63.66
6128,46.52
5449,46.716
17801,46.88
17962,46.912
18863,47.048
5310,58.744
18350,47.044
5593,47.132
5362,62.38
18066,46.992
5700,46.936
5918,46.8
18241,46.896
5709,46.652
5905,46.696
18739,46.924
18372,46.424
18175,46.744
5654,46.796
5321,46.4
5464,46.024
5726,46.464
5911,46.648
18150,46.164
18497,46.512
5208,46.208
18296,46.712
18052,46.54
6263,46.484
18727,46.484
18427,46.82
6211,46.564
18170,47.12
5319,46.552
17648,46.188
6125,46.52
5853,59.24
18095,46.828
5543,46.848
18327,46.828
18848,46.432
17724,46.128
5856,46.464
5580,64.344
6028,46.112
18518,46.672
5542,46.828
18452,46.724
5554,46.608
18354,46.58
5564,46.364
18380,46.768
18101,45.944
5376,46.0
6159,46.38
6266,46.292
5947,46.92
17911,46.544
5799,46.576
18603,46.384
18285,64.612
18220,46.42
5333,46.04
5188,46.008
6245,46.868
18580,46.432
18294,64.648
18737,46.796
5181,46.584
5792,46.504
5317,60.804
5289,46.392
5996,46.548
18251,46.516
18611,46.7
18898,46.772
6204,45.98
5720,46.452
18292,57.9
17813,46.312
5929,46.62
18347,46.364
17733,46.352
5798,46.496
5135,67.504
5755,46.52
5383,46.584
5544,46.588
18353,46.788
6227,46.388
17722,46.956
17971,46.0
18011,66.256
18642,46.596
17657,46.72
6121,46.304
5882,46.332
17777,46.372
18591,46.38
18426,45.952
5313,46.8
5080,46.492
5643,46.6
5772,62.356
17755,64.688
6060,46.26
6141,67.416
17974,46.544
17879,46.916
18117,46.04
5488,46.352
17769,45.876
5606,46.5
18550,45.872
18245,46.752
18819,46.32
18410,46.456
18269,62.792
18763,46.692
18695,63.076
5139,46.576
5860,46.056
18872,46.504
17876,45.936
18054,46.116
18345,46.708
5352,46.04
5477,46.436
6122,46.396
6316,46.0
18295,46.208
5665,46.592
5628,45.928
17832,45.848
18513,46.144
5594,46.56
5702,46.356
17953,46.184
18242,46.368
5083,46.284
5664,45.772
5329,63.844
18310,46.484
5264,46.4
6109,46.544
18364,45.748
5526,46.064
18596,66.12
18526,63.64
5797,45.828
5204,45.996
6038,46.292
5613,56.964
5897,45.904
5427,46.028
17826,46.728
18523,45.596
6257,46.276
18896,46.816
6047,46.672
18342,46.544
18569,46.292
